task_id,item_id,text_label,label_human,bucket,specialty,rate,is_duplicate,label_human_note,rater_id
task01_01323,sent_000411,نوبتم بی‌دلیل کنسل شد,,service_neg,جراح و متخصص زنان و زایمان و نازایی,2.5,0,,
task01_01324,sent_007411,جراحی مجدد,,rate_neg,فلوشیپ جراحی دست,2.5,0,,
task01_01325,sent_007092,من برای فیبروم مراجعه کردم خیلی نگرانی داشتم خانم دکتر با صبر و حوصله نگرانی هامو کاامل برطرف کردن واقعا عالین از وقتی تحت نظرشونم خیلی بهترم,,mixed,متخصص زنان و زایمان,5,0,,
task01_01326,sent_004945,تو این سایت واسه‌ی دکتر وقت می‌گیری ادرس ی دکتر دیگرو میذارن دکتر نقشبندی تو اون دمونگاه نیستن لطفا اینو درستش کنین,,topup_pref,متخصص جراحی استخوان و مفاصل (ارتوپدی),2.5,0,,
task01_01327,sent_005324,مزو ضد لک انجام دادم,,rate_neg,متخصص پوست مو لیزر,2.5,0,,
task01_01328,sent_001313,با دانش ولی کم‌تجربه,,rate_neg,فلوشیپ اورولوژی ترمیمی و جراحی مجاری ادراری,2.5,0,,
task01_01329,sent_002448,مشکل دیسک کمر واینکه زمین خوردم وسرمایه ازپشت ضربه خورد,,topup_pref,متخصص مغز و اعصاب (نورولوژیست),2.5,0,,
task01_01330,sent_002940,حریم خصوصی با دکتر نداری و دو سه نفر تو اتاق هستن و همزمان که در اتاق معاینه هستی مریض بعدی داخله,,rate_neg,متخصص زنان و زایمان,2.5,0,,
task01_01331,sent_001649,Hpv خوش‌برخورد هستن و به نظر کارشون خوب میاد ولی مطبشون شلوغه,,high_neg,"فلوشیپ انکولوژی زنان ، لاپاروسکوپی و کولپوسکوپی",2.5,0,,
task01_01332,sent_007813,من قبلا هر دکتری می‌رفتم با همین شرایط فعلی به من میگفتن که عفونت داری و کلی آنتیبیوتیک قوی برای من تجویز می‌کردم اما برای یکبار ویزیت شدن توسط خانم دکتر متوجه شدم که اصلا همچنین مشکلی نداشتم و واقعا خیالم راحت شد,,topup_pref,"زنان ، زایمان و نازایی",5,0,,
task01_01333,sent_001436,سلام و درد از صبر حوصله و اخلاق دکتر خیلی خوشم اومد بسیار در درمان دقیقند فقطنیم ساعت با تاخیر ویزیت شدم که شاید به علت وسواس دکتر سید اسماعیلی باشه در کل راضی بودم,,mid_neg,فلوشیپ کلیه و مجاری ادراری تناسلی,5,0,,
task01_01334,sent_003249,دکتری عالی,,high_pos,متخصص مغز و اعصاب ( نورولوژی ),5,0,,
task01_01335,sent_001803,بنده ریزش مو سکه‌ای داشتم و با یک‌بار ویزیت این دکتر موهای من شروع به رشد کرده‌اند و الان دوباره شروع به ریزش کرده است,,topup_pref,"متخصص پوست و مو و زیبایی ، لیزر",5,0,,
task01_01336,sent_001915,مشکل زانو در حال درمانم,,rate_neg,متخصص ارتوپدی - جراح استخوان و مفاصل و ستون فقرات,2.5,0,,
task01_01337,sent_004375,برای خشکی واژن مراجعه کردم و کاملا برطرف شد تایم انتظار در مطب بالا بود ولی پزشکم تایم ویزیت خوبی میزاره,,random,متخصص زنان و زایمان,5,0,,
task01_01338,sent_003275,خیلی راضی هستم من چکاپ مغز کردم نگران‌ام اس بودم که خانم دکتر کاملا راهنمایی کردند,,mid_neg,متخصص مغز و اعصاب و ستون فقرات,5,0,,
task01_01339,sent_004005,فقط یکبار او را دیدم شناخت چندانی ندارم,,rate_neg,متخصص مغز و اعصاب (نورولوژی),2.5,0,,
task01_01340,sent_000656,بسیار با حوصله دقیق کاش باردار هم میدیدین,,mid_neg,جراح و متخصص زنان زایمان نازایی,5,0,,
task01_01341,sent_007351,درد دست درمان نشد,,mid_neg,"بورد تخصصی ارتوپدی ، تعویض مفصل زانو و لگن",5,0,,
task01_01342,sent_004281,به خاطر پارگی رباط صلیبی مجبور به جراحی شدم و واقعا نگران آینده ورزشیام بودم اما الان که چند ماه گذشته نهتنها به تمرین برگشتم بلکه احساس قدرت بیشتری هم دارم مهارت جراح نقش خیلی مهمی در این نتیجه داشت,,mid_neg,فلوشیب زانو و آسیبهای ورزشی شانه و زانو,5,0,,
task01_01343,sent_007832,ایشان پزشک فوق‌العاده مهربان وکاربلد هستند ومن از اینکه دکتر کریم پور را برای تشخیص بیماریم انتخاب کردم خیلی خوشحالم من بیماری قارچی داشتم که پزشکان دیگر تشخیصشون اشتباه بود,,mixed,جراح و متخصص بیماریهای زنان و زایمان,5,0,,
task01_01344,sent_005949,بهترین دکتر من برای درد دیسک همسرم مراجعه کردم کلا درطی 10 روز 2 تا دکتر بجز ایشون رفتیم که سرجمع 5 تومن هزینه کردیم اما بازم دردکمر ادامه داشت ایشون با یه ویزیت ساده علت و تشخیص دادن و همسرم خوب شد داروهاهم 160 تومن بیشتر نشد ممنونیم ازت دکتر,,mixed,متخصص جراحی مغز و اعصاب,5,0,,
task01_01345,sent_004476,با حوصله و تشخیص و تجویز خوب,,rate_neg,متخصص گوش وحلق و بینی,2.5,0,,
task01_01346,sent_003375,صافی کف پای پسرم,,rate_neg,متخصص ارتوپدی ( جراح استخوان و مفاصل ),2.5,0,,
task01_01347,sent_006380,یکبار ویزیت تلفنی شدم و از رفتار منشی‌اش راضی نبودم,,high_neg,متخصص جراحی مغز و اعصاب و ستون فقرات,2.5,0,,
task01_01348,sent_002020,ضمن عرض ادب احترام باتشکر از سایت نوبت من مشهدم اشتباها بادکتربهاری مشهد نوبت گرفتم ازتمامی دکترهای محترم خواهشمندم در سایت نوبدهی اینترنتیشان را فعال فرمایند ممنونم,,service_neg,متخصص ارتوپدی ( جراح استخوان و مفاصل ),5,0,,
task01_01349,sent_007234,سلام من‌بعد از یک سال درد و تورم و دو بار عمل ار اف در ناحیه پا که قبلا دکترهای دیگه اشتباه تشخیص داده بودن و اشتباه عمل کرده بودن اومدم پیش دکتر صابری و نتیجه گرفتم از تشخیص درست و عمل ایشون واقعا به ایشون باید گفت دکتر و سلامتی و راه رفتنم رو مدیون دکتر هستم واقعا ممنونم,,mixed,فلوشیپ جراحی تومورهای اسکلتی عضلانی,5,0,,
task01_01350,sent_006020,ریزش موجو پوست تازه یکبار آمدم مو خوب بود,,rate_neg,"متخصص و جراح پوست ، مو و زیبایی و لیزردرمانی",2.5,0,,
task01_01351,sent_003327,ویزیت شدم بسیار عالی,,topup_pref,فلوشیپ سرطانهای دستگاه ادراری (کرایو تراپی در مطب),5,0,,
task01_01352,sent_000764,خانم و دکتر بسیار قدرتمند در کارشون هستن و هم خودشون و هم پرسنلشون بسیار خوش برخوردن فقط مدت زمان معطلی مطب خیلی زیاده,,mid_neg,متخصص بیماریهای پوست و مو و لیزر,5,0,,
task01_01353,sent_000376,تشخیصشون خوبه ولی به جای اینکه امید بدن من بیشتر ترسیدم,,rate_neg,"متخصص پوست ، مو ، زیبایی و لیزر",2.5,0,,
task01_01354,sent_004838,فعلا روند معالجه تحت نظر ایشان می‌باشند,,rate_neg,متخصص ارتوپدی - جراح زانو و هیپ,2.5,0,,
task01_01355,sent_004508,فعلا خوب بوده تا مرحله اول درمان,,rate_neg,"متخصص پوست و مو و زیبایی ، لیزر",2.5,0,,
task01_01356,sent_007949,زمان منتظر بودن در مطب خیلیی طولانی ولی کار دکتر عالی,,mixed,فلوشیپ جراحی دست,5,0,,
task01_01357,sent_006842,با سلام مشکل انحراف بینی دارم منتظر عمل زیبایی هستم ولی خیلی از ایشان تعریف شنیدم,,high_neg,متخصص گوش و حلق و بینی,2.5,0,,
task01_01358,sent_004194,از دوستان ایشان هستم,,rate_neg,فلوشیپ تعویض مفاصل و ارتروسکوپی هیپ و زانو,2.5,0,,
task01_01359,sent_001489,کمر ولگن,,topup_pref,جراح و متخصص استخوان و مفاصل - ارتوپدی,2.5,0,,
task01_01360,sent_001472,بهتر شده‌ام,,rate_neg,متخصص جراحی مغز و ستون فقرات,2.5,0,,
task01_01361,sent_005695,فعلا که نتیجه نگرفتم,,high_neg,فلوشیپ کلیه و مجاری ادراری تناسلی,2.5,0,,
task01_01362,sent_005261,در حال برسی تو مطب حدود دو ساعت معطل شدم,,service_neg,جراح و متخصص زنان و زایمان و نازایی.دارای بورد تخصصی - لاپاروسکپی,2.5,0,,
task01_01363,sent_007972,سلام پسر بنده 6 ماه فبل در بیمارستان محب مهر خدمت رسیدن وفرمودین 6 ماه بعد مراجعه کنید امروز به بیمارستان زنگ زدیم اسم شما در لیست بیمارستان نبود وجهت وقت معاینه می‌خواستیم خدمت برسیم درضمن ما از تبریز میاییم منتظر فرمایش شما هستیم,,mid_neg,متخصص اورولوژی - فلوشیپ اندویورولوژی و لاپاراسکوپی,5,0,,
task01_01364,sent_006300,تشخیص دکتر عالیه همون ویزیت اول متوجه میشه علت بیماری چیه,,topup_pref,متخصص جراحی تعویض مفصل و ارتوپدی,5,0,,
task01_01365,sent_001070,هنوز نتیجه نگرفتم ولی دکتر بسیار خوبی هستن,,mid_neg,متخصص گوش و حلق و بینی و جراحی زیبایی بینی,5,0,,
task01_01366,sent_005411,یک جلسه رفتم خونریزی بینی داشتم فعلا قطع‌شده,,rate_neg,متخصص و جراح گوش و حلق و بینی,2.5,0,,
task01_01367,sent_001791,بازه‌های نوبت دهی بسیار نزدیک بههم است و سبب ایجاد ترافیک نوبت و افزایش بیش از 3 ساعت زمان انتظار و نارضایتی بیماران می‌شود اما کار خانم دکتر بسیار خوب است و حیف که با این زمان انتظار زیاد نارضایتی ایجاد می‌شود,,service_neg,جراح و متخصص زنان و زایمان و نازایی,2.5,0,,
task01_01368,sent_007667,دکتری حاذق هستن اما خیلی عجله میکنن در نوبت,,service_neg,جراح و متخصص زنان زایمان نازایی,2.5,0,,
task01_01369,sent_003414,سلام خانوم دکتر بسیار خوش‌برخورد بودن یک جلسه ویزیت شدم و ادامه درمان رو باید ادامه بدم,,service_neg,جراح و متخصص گوش و حلق و بینی,5,0,,
task01_01370,sent_002626,دکتر عالی خیلی با حوصله و دقت ب سوالا جواب میده و خیلیم مهربون هستن,,topup_pref,فلوشیپ نازایی,2.5,0,,
task01_01371,sent_006920,مشکل گوش داشتم و ایشون با معاینه دقیق و ویزیت عالی مشکل را رفع کردندند,,topup_pref,جراح و متخصص گوش و حلق و بینی,5,0,,
task01_01372,sent_003410,دوجلسه درخدمت ایشون بودم ک ازون مطب تشیف بردن جای دیگه,,service_neg,"متخصص مغز و اعصاب ، فلوشیپ بیماریهای التهابی",2.5,0,,
task01_01373,sent_001023,من جوش داشتم برطرف شد,,rate_neg,متخصص پوست و مو و زیبایی,2.5,0,,
task01_01374,sent_003071,راصی هس,,topup_pref,جراح و متخصص زنان و زایمان و نازایی,2.5,0,,
task01_01375,sent_007898,فعلا یکباررفتم که mri نوشتن بنظردکترباحوصله‌ای اومد,,topup_pref,"فلوشیپ جراحی دست - آرنج ، شانه و اعصاب محیطی",2.5,0,,
task01_01376,sent_003787,مشاور بارداری فعلا نتیجه نگرفتم,,high_neg,"متخصص زنان و زایمان ( فلوشیپ نازایی )، IVF و لاپاراسکوپی",2.5,0,,
task01_01377,sent_002829,من سالها میگیرن داشتم و پیش خیلی دکتر رفتم ولی درمان نشدم ولی دکتر رزمجو تونستن منو درمان کنن,,mid_neg,متخصص مغز و اعصاب و ستون فقرات,5,0,,
task01_01378,sent_001129,من شماره مطب می‌خوام,,service_neg,متخصص جراحی استخوان و مفاصل(ارتوپد),2.5,0,,
task01_01379,sent_002082,جلسه اولم هستش,,rate_neg,متخصص مغز و اعصاب,2.5,0,,
task01_01380,sent_001065,خوشکی پوست یا گال,,rate_neg,متخصص پوست و مو,2.5,0,,
task01_01381,sent_005446,تازه‌ام آر‌ای نوشته‌اند تا درمان شروع بشه زمان می‌بره,,rate_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,
task01_01382,sent_002808,سلام نوبت دهی عالی ممنون از شما,,topup_pref,فوق تخصص مغز واعصاب کودکان و نوجوانان,5,0,,
task01_01383,sent_002008,در حال حاضر مراحل ابتدایی به سر می‌بریم,,topup_pref,متخصص ارتوپد و جراح شانه لگن و زانو,2.5,0,,
task01_01384,sent_005024,پیسی خوبه,,rate_neg,"متخصص پوست ، مو و لیزر",2.5,0,,
task01_01385,sent_007011,ضعف شنوایی داشتم فعلا شنوایی سنجی دادم تا نتیجه رو به ایشون نشون بدم,,rate_neg,متخصص گوش و حلق و بینی,2.5,0,,
task01_01386,sent_000874,دارو داد برای ریزش مو,,topup_pref,"متخصص و جراح پوست ، مو و زیبایی و لیزردرمانی",2.5,0,,
task01_01387,sent_000815,من مریض اما خانم دکتر انتظار داشت من یک مورد مریضی بکم,,service_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,
task01_01388,sent_003933,برای سردرد دخترم مراجعه کردم,,rate_neg,متخصص مغز و اعصاب ( نورولوژی ),2.5,0,,
task01_01389,sent_003115,ماه‌گرفتگی روی دستم دارم می‌خواستم ببینم بالیزرمیره,,rate_neg,"متخصص پوست ، مو و لیزر",2.5,0,,
task01_01390,sent_003392,خوب وخوش برخورد بود,,topup_pref,جراح و متخصص زنان و زایمان - فلوشیپ نازایی,2.5,0,,
task01_01391,sent_001721,دکتر خیلی با سواد و بادانش انسان خوب و دلسوز مطبش خیلی شلوغه ولی ارزش معطلی رو داره,,mid_neg,"فلوشیپ اندرویورولوژی ولاپاراسکوپی (استاد دانشگاه ، عضو هیئت علمی)",5,0,,
task01_01392,sent_001877,فعلا اقدامی نشده است,,rate_neg,متخصص و جراح ارتوپد,2.5,0,,
task01_01393,sent_005588,اگر زمان ناهار وقت داشته باشین بیچاره این دو ساعت منتظر باید بمونید چون خانم دکتر یواش غذا میخورن,,mid_neg,"متخصص پوست ، مو ، زیبایی و لیزر",5,0,,
task01_01394,sent_006850,سلام خیلی معطلی داشت نوبت من 18 40 بود ساعن 20 30 رفتم خیلی مطلی داره,,high_neg,متخصص و جراح کلیه مجاری ادراری و تناسلی - ارولوژیست,2.5,0,,
task01_01395,sent_005168,عالی دکتری خوب با علم روز پزشکی,,high_pos,"فلوشیپ جراحی زانو ، متخصص و جراح ارتوپدی",5,0,,
task01_01396,sent_000303,مشکل گردن دارم تحت پرمان هستم,,rate_neg,متخصص جراحی مغز و اعصاب,2.5,0,,
task01_01397,sent_004724,در حال درمانم هنوز,,rate_neg,جراح و متخصص کلیه و مجاری ادراری ( اورولوژی ),2.5,0,,
task01_01398,sent_000279,دوتا از بچه هام گوششون قارچ داشت واقعا عالی هستن شیراز نتیجه نگرفتم ولی پیش آقای دکتر با دوبار رفتن نتیجه گرفتم,,mixed,متخصص گوش و حلق و بینی,5,0,,
task01_01399,sent_005330,ناباروری هنوز نتیجه نگرفتم,,high_neg,متخصص جراحی کلیه و مجاری ادراری و ناباروری,2.5,0,,
task01_01400,sent_006686,مشکل اسکریز مغزی,,random,متخصص بیماری های مغز و اعصاب,5,0,,
task01_01401,sent_001187,ایشان بسیار خوب گوش می‌کنند بررسی می‌کنند و توضیح کامل می‌دهند و بدون عجله نسبت به ویزیت بیمار اقدام می‌نمایند بسیار محترمانه با بیمار و همراه بیمار برخورد می‌کنند,,service_neg,مغز و اعصاب و ستون فقرات,5,0,,
task01_01402,sent_003079,راضی نبودم,,high_neg,متخصص زنان زایمان و نازایی,2.5,0,,
task01_01403,sent_000214,برای زگیل تناسلی اومدم کاش از اول پیش اینا می‌اومدیم خیلی ارامش دارم هزینه شون هم خیلی کمتره,,high_neg,فلوشیپ کلیه و مجاری ادراری تناسلی,5,0,,
task01_01404,sent_000995,پزشک کارکاشته وماهر و بسیار باماهرت است تشخیص ایشون بسیارعالیس افسردگی و پریشان‌حال وغیره الان حالم بسیار خوب وراضیم پزشک بسیار مهربان ومن ایشون را خیلی دوست دارم وحاضر نیستم پیش دکتر دیگری بروم امیدوارم همیشه سلامت و تندرست باشند,,mixed,متخصص مغز و اعصاب,5,0,,
task01_01405,sent_000497,مشگل شنوایی,,rate_neg,فلوشیپ حنجره,2.5,0,,
task01_01406,sent_001105,درود واقعا نمیدونم با چ زبونی از خانم دکتر طباطبایی تشکر کنم فقط این رو بدونید خانم دکتر هروقت خودم رو توی آینه می‌بینم هزاران بار دعاتون می‌کنم الهی تنتون همیشه سلامت باشه و خدا عزیزانتون رو براتون حفظ کنه من مشکل لک و تیرگی با خارش زیاد در ناحیه‌ی گردن و کتف و سینه داشتم ک شما تنها با یک‌بار ویزیت و 15 روز طول درمان کاملا خوب خوب شدم الهی خیر ببینید الهی دست ب خاک می‌زنید طلا بشه همیشه دعاگوتون هستم و خواهم بود الهی عاقبت بخیر بشید,,service_neg,"متخصص پوست ، مو ، زیبایی و لیزر",5,0,,
task01_01407,sent_007527,فعلا درمان را شروع نکردم,,rate_neg,"فلوشیپ حنجره ، گوش و حلق و بینی",2.5,0,,
task01_01408,sent_002963,من با مصرف دارویی پسوریازیس شدید گرفتم دکتر جای دیگه رفتم نتونستن درمان کنند و تشخیص اشتباه دادند اما وقتی خانم دکتر نصری من رو دیدند با تشخیص دقیق شون تونستن من رو درمان کنند و کاملا راضی هستم و اینکه دکتر بسیار در کارشون مهارت دارند,,mixed,"متخصص پوست ، مو و زیبایی",5,0,,
task01_01409,sent_003371,بارداری اول بعد از 18 سال نازایی انقدر خساس و دقیق هستن و خوش‌اخلاق که جای هیچ نگرانی نمیزارن,,mid_neg,فلوشیپ طب مادر و جنین (پریناتولوژی),5,0,,
task01_01410,sent_003818,مشکل زانو در حال درمان فقط تو مطب خیلی علاف شدیم ساعت 5 نوبت داشتیم ولی ساعت 9 ویزیت شدیم,,service_neg,"فلوشیپ جراحی زانو ، متخصص و جراح ارتوپدی",2.5,0,,
task01_01411,sent_004485,شی خارجی وارد گوش دخترم شده بود و با مهارت آن را بیرون آوردند,,rate_neg,متخصص گوش وحلق و بینی,2.5,0,,
task01_01412,sent_000501,بسیار بسیار بسیار عالی با حوصله و باسواد که کاملا توضیحات می‌دهند و من همیشه ایشان را به دیگران معرفی می‌کنم البته من ابتدا در بیمارستان با ایشان آشنا شدم و سپس به مطب رفتند و در هر دوجا عالی بودند,,mixed,متخصص زنان و زایمان,5,0,,
task01_01413,sent_005441,دقیق هستن,,rate_neg,متخصص زنان و زایمان,2.5,0,,
task01_01414,sent_001581,خیلی دقیق و منظم بود مطبشون گوش من عفونت و درد شدید داشت ولی ایشون تشخیص درست ندادن در نهایت پزشک عمومی تشخیص دادن و به متخصص دیگری مراجعه کردم,,service_neg,متخصص گوش و حلق و بینی,2.5,0,,
task01_01415,sent_005382,عالی فقط کمی عجله دارن تو ویزیت بیمار یعنی منتظر بیمار بعدی هستن,,mixed,جراح و متخصص ارتوپدی,5,0,,
task01_01416,sent_001243,من که خیلی خیلی راضی بودم هم از نظر نوبت دهی معطلی نداشتم خانم دکتر فوق‌العاده حرفه‌ای و خوب عمل کردن,,mid_neg,متخصص پوست و مو,5,0,,
task01_01417,sent_002481,من‌ی جلسه رفتم برای پئ آرپی آزنو و آرنج فعلا منتظر نتیجه هستم,,high_neg,متخصص ارتوپدی ( جراح استخوان و مفاصل ),2.5,0,,
task01_01418,sent_005079,سلام من برا دستم مراجعه کردم دکتر بسیار عالی هستن خیلی هم برا بیماراشون وقت میزارن,,high_pos,جراح و متخصص ارتوپدی,5,0,,
task01_01419,sent_001508,مشکل خونریزی داشتم ایشان به من متفورمین دادند من معترض بودم که ایشان دوز دارو را فقط زیاد دادند از ایشان هیچ خسارتی نمی‌خواهم چون دکتر دیگر هم برای من این قرص را نوشتند ایشان هیچ ایرادی ندارند و من اشتباه کردم معذرت می‌خوام,,high_neg,جراح و متخصص زنان و زایمان و نازایی,2.5,0,,
task01_01420,sent_006281,لیزر بینی و نتیجه خوب,,topup_pref,متخصص پوست مو لیزر,2.5,0,,
task01_01421,sent_005099,خیللی دکتر خوب و حاذقی هستن فقط‌ای کاش برای بیمارانشون تشکیل پرونده هم بدهند تا روند درمان بهتر انجام بشه,,mixed,جراح استخوان و مفاصل و ستون فقرات,5,0,,
task01_01422,sent_004121,با سلام دکتر بسیار خوب و با دانشی هستند تنها نکته منفی سبستم نوبت دهی هست که اصلا داخل مطب رعایت نمیشه کم‌کم دو ساعت زمان میبره برای ویزیت,,service_neg,متخصص پوست و مو,2.5,0,,
task01_01423,sent_004106,فعلا ویزیت شدم,,service_neg,جراح مغز و اعصاب و ستون فقرات,2.5,0,,
task01_01424,sent_004449,ایشان را آشنایان معرفی کرده‌اند,,rate_neg,"متخصص ارتوپدی ، جراحی آسیب های ورزشی شانه و زانو از فرانسه",2.5,0,,
task01_01425,sent_004978,عالیه بعد از هفت سال پسوریازیس داشتم و هر دکتری رفتم فایده نداشت آقای دکتر وحیدی در عرضه دو هفته با یک دارو مریضیم رو ریشه‌کن و محو کرد از نظر من این دکتر بهترین در سطح دنیاست,,mixed,"متخصص پوست و مو ، لیزر",5,0,,
task01_01426,sent_007733,فعلا که خوب بودن,,rate_neg,جراح و متخصص زنان و زایمان و نازایی,2.5,0,,
task01_01427,sent_007393,با سلام عرض وارادت خدمت آقای دکتر عزیز باتوجه به اینکه بنده اولین بار خدمتشون ویزیت شدم نمتونم نظر بدم چون الان در حال مصرف داروی ایشان هستم تا نتیجه دارویی برسم ولی در کل برای اولین بار دیدار متوجه شدم خیلی دکتر حاذق وبلد کار و مسلط به روش کاری درست است ایشالا در آینده نزدیک نظر شخصی‌ام راخدمتشون ارائه خواهم کرد,,service_neg,"فلوشیپ اندرویورولوژی ولاپاراسکوپی (استاد دانشگاه ، عضو هیئت علمی)",5,0,,
task01_01428,sent_005680,روزی که من مراجعه کردم با دوساعت تاخیر اومدند و خیلی سرسری منو ویزیت کردند اما اونایی که پیششون جراحی کرده بودند راضی بودند,,high_neg,متخصص جراحی مغز و اعصاب,2.5,0,,
task01_01429,sent_000568,دکتر عالیه,,high_pos,"متخصص پوست و مو و زیبایی ، لیزر",5,0,,
task01_01430,sent_003848,جهت مشاوره قبل از عمل رفتم مطب برخوردشون عالی بود و با حوصله پاسخگوی تمام سوالاتم بودند خیلی استرس داشتم ولی آرامشی که بهم دادن تمام استرسم از بین رفت و تصمیم قطعی گردم که حتما پیش ایشان جراحی انجام بدم,,service_neg,جراح و متخصص گوش و حلق و بینی,5,0,,
task01_01431,sent_002101,مشکل گوش پسرم رو داشتیم فعلا در حد ویزیت خوب بود,,service_neg,متخصص گوش و حلق و بینی و جراحی سر و گردن,2.5,0,,
task01_01432,sent_007710,جوش صورت فعلا نتیجه‌ای نداده,,rate_neg,متخصص پوست و مو,2.5,0,,
task01_01433,sent_007147,حساسیت پوستی داشتم قرص کورتن تجویز کردن که بدون مصرف قرصها حساسیتم برطرف شد فقط پماد استفاده کردم,,rate_neg,متخصص پوست و مو,2.5,0,,
task01_01434,sent_006450,سلام هنوز نتیجه نگرفتم,,high_neg,"متخصص اورولوژی ، فلوشیپ سرطان های دستگاه ادراری و تناسلی",2.5,0,,
task01_01435,sent_002743,مطب بسیار شلوغ ولی تشخیص خوب,,mid_neg,متخصص زنان و زایمان - فلوشیپ نازایی,5,0,,
task01_01436,sent_003378,مخدرم رو جراحی کردن,,topup_pref,متخصص ارتوپدی فلوشیپ جراحی زانو,2.5,0,,
task01_01437,sent_007568,خود دکتر با تجربه هستش اما سیستم مطب و منشیها و زمان دهی ضعیفه,,service_neg,جراح و متخصص استخوان و مفاصل (ارتوپد),2.5,0,,
task01_01438,sent_004790,پسرم اکنه روزاسه داره الان تحت درمانه سه ماهه هر ماه ویزیت میشه راضی‌ام اما هنوز نتیجه قطعی نگرفتم,,service_neg,"متخصص پوست و مو ، لیزر",2.5,0,,
task01_01439,sent_000122,میخچه پا فریز کردن حل نشد دوباره میخوام برم پیششون,,topup_pref,متخصص پوست و مو,2.5,0,,
task01_01440,sent_006185,پروستاتیت بود راضی نیستم,,rate_neg,متخصص جراحی کلیه مجاری ادراری (ارولوژی),2.5,0,,
task01_01441,sent_001368,برای درد لگن مراجعه کردم با صبر و حوصله و معاینه دقیق تشخیص خودشون رو گفتن اما فعلا تحت درمان هستم,,rate_neg,"فلوشیپ جراحی لگن و مفصل ران ، متخصص ارتوپدی",2.5,1,,
task01_01442,sent_003381,صحبت نکردن خیلی عجله‌ای ویزیت کردن سوالام رو هم واضح راهنمایی نکردن,,service_neg,"فلوشیپ جراحی زانو ، جراح و متخصص ارتوپدی",2.5,0,,
task01_01443,sent_005290,نتیجه نگرفتم فعلا,,high_neg,متخصص زنان و زایمان,2.5,0,,
task01_01444,sent_002803,فعلا نظر ندارم,,rate_neg,متخصص ارتوپدی و فلوشیپ جراحی زانو,2.5,0,,
task01_01445,sent_005771,با به ویزیت کاملا دست درد و گردن دردم خوب شد یه چیز شبیه معجزه باور نمی‌کنم درد ندارم بدون دست درد شبا می‌خوابم خیر ببینه ان شاالله آقای دکتر که تشخیص درست دادن و درمان کردن,,service_neg,"متخصص مغز و اعصاب ، فلوشیپ بیماریهای التهابی",5,0,,
task01_01446,sent_005027,منتظره نشان دادن جواب‌ام ار‌ای هستم,,high_neg,"فلوشیپ جراحی پا و مچ پا ، متخصص ارتوپدی",2.5,0,,
task01_01447,sent_007948,خیلی دکتر خوب و کاربردی هستن خیلی هم خانم خوب و باشخصیت هستن,,random,جراح و متخصص گوش و حلق و بینی و سر و گردن,5,0,,
task01_01448,sent_005173,هنوز نتیجه نگرفتم منتظرم نوبتم شه,,high_neg,جراح و متخصص زنان و زایمان,5,0,,
task01_01449,sent_006716,هم تشخیص هم رفتار فقط زمان معطلی زیاد بود,,mid_neg,"متخصص پوست ، مو ، زیبایی",5,0,,
task01_01450,sent_007178,گیلن باره,,rate_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,
task01_01451,sent_007412,پسرم هیدروسفالی داشت فعلا نتیجه خاصی نگرفتیم,,rate_neg,"فوق تخصص مغز و اعصاب کودکان ، استاد دانشگاه",2.5,0,,
task01_01452,sent_007790,مشکل گال ولی برطرف نشد,,rate_neg,"متخصص پوست و مو ، زیبایی و لیزر",2.5,0,,
task01_01453,sent_002848,عمل بینی عاای,,random,متخصص و جراح گوش و حلق و بینی,5,1,,
task01_01454,sent_000760,دکتر بسیار عالی وبا حوصله ایی هستن وکارشون حرف نداره پسرم عمل کردزانوشو الان نزدیک دوساله خیلی هم راضی هستیم فقط معطلی در مطب خیلی زیادو بی‌برنامه هستش,,mixed,"فلوشیپ جراحی زانو ، متخصص و جراح ارتوپدی",5,0,,
task01_01455,sent_003240,پزشک حاذق و با تجربه البته فعلا ویزیت شده‌ام و داروها رو استفاده نکردم که بتونم نظر قطعی بدهم,,service_neg,متخصص ارتوپدی,5,1,,
task01_01456,sent_000257,درمان نشدم ولی دکتر با حوصله‌ای هستن,,high_neg,"جراح و متخصص زنان ، زایمان ونازایی",2.5,0,,
task01_01457,sent_001855,خانم دکتر در درجه اول یک انسان بسیار نازنین هستن که با آرامش و دقت به همه نگرانیها و سوالات جواب میدن شک نکنین که بعد از مراجعه به ایشون به عنوان پزشک زنان همیشگتیون انتخابشون میکنین,,mid_neg,متخصص زنان و زایمان,5,0,,
task01_01458,sent_000910,مادرم پارکینسون دارن,,rate_neg,متخصص بیماری های مغز و اعصاب,2.5,0,,
task01_01459,sent_001805,بهترین دکتر تعویض مفصل پدرم عمل کرد فرداش راه افتاد بدون واکر بخیه‌ها عالی دکتر به موقع اومد برای عمل همون تایم که گفتن داخل بیمارستان موندیم 48 ساعت دکتر پنجه طلا به شما میگن,,service_neg,متخصص جراحی تعویض مفصل و ارتوپدی,5,0,,
task01_01460,sent_002432,مشکل مغز و میگرن بود که فعلاددر حال درمان و مص ف قرص هستیم,,random,مغز و اعصاب و ستون فقرات,5,0,,
task01_01461,sent_000734,الزایمر تحت درمان,,rate_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,
